customer_id,customer_type,country,is_repeated_guest
197,Transient,PRT,FALSE
198,Transient,PRT,FALSE
199,Transient,GBR,FALSE
200,Transient,PRT,FALSE
201,Transient,GBR,FALSE
202,Transient,ESP,FALSE
203,Transient,PRT,FALSE
204,Transient,USA,FALSE
205,Transient,NLD,FALSE
206,Transient,PRT,FALSE
207,Transient,PRT,FALSE
208,Transient,IRL,FALSE
209,Contract,PRT,FALSE
210,Contract,IRL,FALSE
211,Transient,GBR,FALSE
212,Transient,PRT,FALSE
213,Transient,ESP,FALSE
214,Transient,PRT,FALSE
215,Transient,ESP,FALSE
216,Transient,PRT,FALSE
217,Transient,PRT,FALSE
218,Transient,PRT,FALSE
219,Transient,PRT,FALSE
220,Transient,PRT,FALSE
221,Transient,CHE,FALSE
222,Transient,PRT,FALSE
223,Transient,PRT,FALSE
224,Contract,PRT,FALSE
225,Transient,GBR,FALSE
226,Contract,GBR,FALSE
227,Transient,PRT,FALSE
228,Transient,IRL,FALSE
229,Transient-Party,DNK,FALSE
230,Transient-Party,DNK,FALSE
231,Transient,PRT,FALSE
232,Transient,ARG,FALSE
233,Transient,PRT,FALSE
234,Transient,PRT,FALSE
235,Transient,PRT,FALSE
236,Transient,PRT,FALSE
237,Transient,PRT,FALSE
238,Transient,PRT,FALSE
239,Transient,PRT,FALSE
240,Transient,RUS,FALSE
241,Transient,SWE,FALSE
242,Transient,POL,FALSE
243,Transient,FRA,FALSE
244,Contract,GBR,FALSE
245,Contract,GBR,FALSE
246,Contract,GBR,FALSE
247,Transient,PRT,FALSE
248,Transient,PRT,FALSE
249,Transient,USA,FALSE
250,Transient,PRT,FALSE
251,Transient,PRT,FALSE
252,Transient,PRT,FALSE
253,Transient,PRT,FALSE
254,Transient,PRT,FALSE
255,Transient,PRT,FALSE
256,Transient,PRT,FALSE
257,Transient,PRT,FALSE
258,Transient,GBR,FALSE
259,Transient,AUS,FALSE
260,Transient,GBR,FALSE
261,Transient-Party,PRT,FALSE
262,Transient-Party,PRT,FALSE
263,Transient,PRT,FALSE
264,Transient,POL,FALSE
265,Transient,PRT,FALSE
266,Transient,EST,FALSE
267,Transient,PRT,FALSE
268,Transient,PRT,FALSE
269,Transient,PRT,FALSE
270,Transient,PRT,FALSE
271,Transient,RUS,FALSE
272,Transient,GBR,FALSE
273,Transient,PRT,FALSE
274,Transient,PRT,FALSE
275,Transient,IRL,FALSE
276,Transient,PRT,FALSE
277,Transient,GBR,FALSE
278,Transient,DNK,FALSE
279,Transient,GBR,FALSE
280,Transient,GBR,FALSE
281,Transient,PRT,FALSE
282,Transient,ESP,FALSE
283,Transient,PRT,FALSE
284,Transient,PRT,FALSE
285,Transient,PRT,FALSE
286,Transient,ESP,FALSE
287,Transient,PRT,FALSE
288,Transient,PRT,FALSE
289,Transient,GBR,FALSE
290,Transient,PRT,FALSE
291,Transient,CZE,FALSE
292,Transient,GBR,FALSE
293,Transient,DEU,FALSE
294,Transient,ESP,FALSE
295,Transient,ESP,FALSE
296,Transient,PRT,FALSE
297,Transient,ESP,FALSE
298,Transient,ROU,FALSE
299,Transient,PRT,FALSE
300,Transient,ESP,FALSE
301,Transient,PRT,FALSE
302,Transient,PRT,FALSE
303,Transient,PRT,FALSE
304,Transient,PRT,FALSE
305,Transient,PRT,FALSE
306,Transient,PRT,FALSE
307,Transient,PRT,FALSE
308,Transient,CN,FALSE
309,Transient,PRT,FALSE
310,Transient,PRT,FALSE
311,Transient,PRT,FALSE
312,Transient,GBR,FALSE
313,Transient,BRA,FALSE
314,Transient-Party,PRT,FALSE
315,Transient,ESP,FALSE
316,Transient,PRT,FALSE
317,Contract,GBR,FALSE
318,Transient-Party,PRT,FALSE
319,Contract,PRT,FALSE
320,Transient,GBR,FALSE
321,Transient,PRT,FALSE
322,Transient,GBR,FALSE
323,Transient,ESP,FALSE
324,Transient,PRT,FALSE
325,Transient,FRA,FALSE
326,Transient,PRT,FALSE
327,Transient,GBR,FALSE
328,Contract,GBR,FALSE
329,Contract,PRT,FALSE
330,Transient,GBR,FALSE
331,Transient,PRT,FALSE
332,Transient,BEL,FALSE
333,Transient,ESP,FALSE
334,Transient,FRA,FALSE
335,Transient,ESP,FALSE
336,Transient,BEL,FALSE
337,Contract,ITA,FALSE
338,Transient,ESP,FALSE
339,Transient,PRT,FALSE
340,Transient,FRA,FALSE
341,Transient,FIN,FALSE
342,Transient,CN,FALSE
343,Contract,ESP,FALSE
344,Transient,PRT,FALSE
345,Transient,IRL,FALSE
346,Transient,ESP,FALSE
347,Transient,ESP,FALSE
348,Transient-Party,PRT,FALSE
349,Transient,PRT,FALSE
350,Transient,GBR,FALSE
351,Transient-Party,ESP,FALSE
352,Transient,ESP,FALSE
353,Transient,AUS,FALSE
354,Transient-Party,ESP,FALSE
355,Transient,PRT,FALSE
356,Transient,ESP,FALSE
357,Transient,ESP,FALSE
358,Transient,PRT,FALSE
359,Transient,USA,FALSE
360,Transient,PRT,FALSE
361,Transient,ESP,FALSE
362,Transient,PRT,FALSE
363,Transient,ESP,FALSE
364,Transient,PRT,FALSE
365,Transient,PRT,FALSE
366,Transient,PRT,FALSE
367,Transient,ESP,FALSE
368,Contract,PRT,FALSE
369,Transient,PRT,FALSE
370,Transient,PRT,FALSE
371,Transient,PRT,FALSE
372,Transient,PRT,FALSE
373,Transient,ESP,FALSE
374,Transient,PRT,FALSE
375,Transient,PRT,FALSE
376,Transient,PRT,FALSE
377,Transient,PRT,FALSE
378,Transient,FRA,FALSE
379,Transient-Party,PRT,FALSE
380,Transient,PRT,FALSE
381,Transient,ESP,FALSE
382,Transient,PRT,FALSE
383,Transient,ROU,FALSE
384,Transient,ESP,FALSE
385,Contract,FIN,FALSE
386,Transient,GBR,FALSE
387,Transient,PRT,FALSE
388,Transient,PRT,FALSE
389,Transient,PRT,FALSE
390,Transient,PRT,FALSE
391,Transient,PRT,FALSE
392,Transient,ESP,FALSE
393,Transient,POL,FALSE
394,Transient,PRT,FALSE
395,Transient-Party,PRT,FALSE
396,Transient-Party,PRT,FALSE
397,Transient,PRT,FALSE
398,Transient,PRT,FALSE
399,Transient,ESP,FALSE
400,Transient,ESP,FALSE
401,Transient,PRT,FALSE
402,Transient,PRT,FALSE
403,Transient,IRL,FALSE
404,Transient,IRL,FALSE
405,Transient,SWE,FALSE
406,Transient,SWE,FALSE
407,Transient,PRT,FALSE
408,Transient,PRT,FALSE
409,Transient,PRT,FALSE
410,Transient,PRT,FALSE
411,Transient,POL,FALSE
412,Transient,PRT,FALSE
413,Transient,GBR,FALSE
414,Transient-Party,PRT,FALSE
415,Transient-Party,PRT,FALSE
416,Transient-Party,PRT,FALSE
417,Transient-Party,PRT,FALSE
418,Transient,PRT,FALSE
419,Transient,GBR,FALSE
420,Transient,PRT,FALSE
421,Transient-Party,PRT,FALSE
422,Transient-Party,PRT,FALSE
423,Transient-Party,PRT,FALSE
424,Transient-Party,PRT,FALSE
425,Transient-Party,PRT,FALSE
426,Transient,PRT,FALSE
427,Transient,PRT,FALSE
428,Transient-Party,PRT,FALSE
429,Transient-Party,PRT,FALSE
430,Transient-Party,PRT,FALSE
431,Transient,PRT,FALSE
432,Transient,PRT,FALSE
433,Transient-Party,PRT,FALSE
434,Transient-Party,PRT,FALSE
435,Transient,PRT,FALSE
436,Transient,DNK,FALSE
437,Transient,FIN,FALSE
438,Transient,PRT,FALSE
439,Transient,PRT,FALSE
440,Transient,USA,FALSE
441,Transient,PRT,FALSE
442,Transient,PRT,FALSE
443,Transient,PRT,FALSE
444,Transient,DNK,FALSE
445,Transient,ESP,FALSE
446,Transient,PRT,FALSE
447,Transient,PRT,FALSE
448,Transient,PRT,FALSE
449,Transient,ESP,FALSE
450,Transient-Party,IRL,FALSE
451,Transient,PRT,FALSE
452,Transient-Party,IRL,FALSE
453,Transient,PRT,FALSE
454,Transient,PRT,FALSE
455,Transient,PRT,FALSE
456,Transient,PRT,FALSE
457,Contract,GBR,FALSE
458,Transient,PRT,FALSE
459,Transient,PRT,FALSE
460,Transient,PRT,FALSE
461,Transient,PRT,FALSE
462,Transient,PRT,FALSE
463,Transient,PRT,FALSE
464,Transient,PRT,FALSE
465,Transient,PRT,FALSE
466,Transient,PRT,FALSE
467,Transient,ESP,FALSE
468,Transient,PRT,FALSE
469,Transient,PRT,FALSE
470,Transient,ESP,FALSE
471,Transient,PRT,FALSE
472,Transient,PRT,FALSE
473,Transient,PRT,FALSE
474,Transient,PRT,FALSE
475,Transient-Party,PRT,FALSE
476,Transient-Party,PRT,FALSE
477,Transient,ESP,FALSE
478,Transient-Party,PRT,FALSE
479,Transient-Party,PRT,FALSE
480,Transient-Party,PRT,FALSE
481,Transient-Party,PRT,FALSE
482,Transient-Party,PRT,FALSE
483,Transient,PRT,FALSE
484,Transient,PRT,FALSE
485,Transient,ESP,FALSE
486,Transient,IRL,FALSE
487,Transient,PRT,FALSE
488,Transient,PRT,FALSE
489,Transient,PRT,FALSE
490,Transient,GBR,FALSE
491,Transient,PRT,FALSE
492,Transient,ESP,FALSE
493,Transient,ESP,FALSE
494,Transient,FRA,FALSE
495,Transient,ESP,FALSE
496,Transient,MOZ,FALSE
497,Transient,BWA,FALSE
498,Transient,PRT,FALSE
499,Contract,GBR,FALSE
500,Transient,ESP,FALSE
501,Transient,DEU,FALSE
502,Transient,PRT,FALSE
503,Transient,IRL,FALSE
504,Transient,GBR,FALSE
505,Transient,PRT,FALSE
506,Transient,MOZ,FALSE
507,Transient,ESP,FALSE
508,Transient,PRT,FALSE
509,Transient,ESP,FALSE
510,Transient,PRT,FALSE
511,Transient,LUX,FALSE
512,Transient,PRT,FALSE
513,Transient,PRT,FALSE
514,Transient,PRT,FALSE
515,Transient,PRT,FALSE
516,Transient,PRT,FALSE
517,Transient,PRT,FALSE
518,Transient,PRT,FALSE
519,Transient,PRT,FALSE
520,Contract,PRT,FALSE
521,Transient,GBR,FALSE
522,Transient,PRT,FALSE
523,Transient,PRT,FALSE
524,Transient,PRT,FALSE
525,Transient,PRT,FALSE
526,Transient,CN,FALSE
527,Transient,PRT,FALSE
528,Transient,ESP,FALSE
529,Transient,PRT,FALSE
530,Transient,PRT,FALSE
531,Transient,PRT,FALSE
532,Transient,PRT,FALSE
533,Transient,PRT,FALSE
534,Transient,PRT,FALSE
535,Transient,ESP,FALSE
536,Transient,PRT,FALSE
537,Transient,ESP,FALSE
538,Transient,IRL,FALSE
539,Transient,PRT,FALSE
540,Group,PRT,FALSE
541,Transient,NLD,FALSE
542,Group,PRT,FALSE
543,Transient,PRT,FALSE
544,Transient,PRT,FALSE
545,Transient,PRT,FALSE
546,Transient,PRT,FALSE
547,Transient,PRT,FALSE
548,Transient,PRT,FALSE
549,Transient,PRT,FALSE
550,Transient,PRT,FALSE
551,Transient,ESP,FALSE
552,Transient,PRT,FALSE
553,Contract,GBR,FALSE
554,Transient,PRT,FALSE
555,Transient,RUS,FALSE
556,Transient,PRT,FALSE
557,Transient,IRL,FALSE
558,Transient,PRT,FALSE
559,Transient,PRT,FALSE
560,Transient,PRT,FALSE
561,Contract,GBR,FALSE
562,Transient,IRL,FALSE
563,Transient,PRT,FALSE
564,Contract,GBR,FALSE
565,Transient,GBR,FALSE
566,Transient,ESP,FALSE
567,Transient,PRT,FALSE
568,Transient,PRT,FALSE
569,Transient,PRT,FALSE
570,Transient,PRT,FALSE
571,Transient,PRT,FALSE
572,Transient,PRT,FALSE
573,Transient,POL,FALSE
574,Transient,PRT,FALSE
575,Transient,PRT,FALSE
576,Transient,NOR,FALSE
577,Transient,PRT,FALSE
578,Transient,PRT,FALSE
579,Transient,ESP,FALSE
580,Transient,PRT,FALSE
581,Transient,PRT,FALSE
582,Transient,PRT,FALSE
583,Transient,PRT,FALSE
584,Transient,GBR,FALSE
585,Transient,PRT,FALSE
586,Transient,GBR,FALSE
587,Transient,PRT,FALSE
588,Transient,ESP,FALSE
589,Transient,ESP,FALSE
590,Transient,PRT,FALSE
591,Transient,PRT,FALSE
592,Transient,PRT,FALSE
593,Transient,PRT,FALSE
594,Transient,PRT,FALSE
595,Transient,PRT,FALSE
596,Transient,PRT,FALSE
597,Transient,PRT,FALSE
598,Transient,PRT,FALSE
599,Transient,PRT,FALSE
600,Transient,PRT,FALSE
601,Transient,PRT,FALSE
602,Transient,PRT,FALSE
603,Transient,PRT,FALSE
604,Transient,PRT,FALSE
605,Transient,PRT,FALSE
606,Transient,PRT,FALSE
607,Transient,IRL,FALSE
608,Transient,CHE,FALSE
609,Transient,PRT,FALSE
610,Transient,IRL,FALSE
611,Transient,GBR,FALSE
612,Transient,ESP,FALSE
613,Transient,PRT,FALSE
614,Transient,PRT,FALSE
615,Transient,FRA,FALSE
616,Transient,PRT,FALSE
617,Transient,PRT,FALSE
618,Transient,PRT,FALSE
619,Transient,PRT,FALSE
620,Transient,PRT,FALSE
621,Transient,PRT,FALSE
622,Transient,PRT,FALSE
623,Transient,PRT,FALSE
624,Transient-Party,ESP,FALSE
625,Transient,PRT,FALSE
626,Transient,PRT,FALSE
627,Transient,ESP,FALSE
628,Transient,PRT,FALSE
629,Transient,PRT,FALSE
630,Transient,CN,FALSE
631,Transient,PRT,FALSE
632,Transient,PRT,FALSE
633,Transient,ROU,FALSE
634,Transient-Party,ESP,FALSE
635,Transient-Party,BRA,FALSE
636,Transient,PRT,FALSE
637,Transient-Party,ESP,FALSE
638,Transient-Party,ESP,FALSE
639,Transient-Party,ESP,FALSE
640,Transient,PRT,FALSE
641,Transient-Party,ESP,FALSE
642,Transient,PRT,FALSE
643,Transient,ESP,FALSE
644,Transient-Party,BRA,FALSE
645,Transient,PRT,FALSE
646,Transient,PRT,FALSE
647,Transient,RUS,FALSE
648,Transient,PRT,FALSE
649,Transient,ESP,FALSE
650,Transient,PRT,FALSE
651,Transient,PRT,FALSE
652,Transient,SVN,FALSE
653,Transient,PRT,FALSE
654,Transient,ALB,FALSE
655,Transient-Party,GBR,FALSE
656,Transient-Party,GBR,FALSE
657,Transient,PRT,FALSE
658,Transient,PRT,FALSE
659,Transient,PRT,FALSE
660,Transient,PRT,FALSE
661,Transient,PRT,FALSE
662,Transient,ESP,FALSE
663,Transient,GBR,FALSE
664,Transient,PRT,FALSE
665,Contract,PRT,FALSE
666,Transient,PRT,FALSE
667,Transient,PRT,FALSE
668,Transient,ESP,FALSE
669,Transient,ESP,FALSE
670,Transient,ESP,FALSE
671,Transient,PRT,FALSE
672,Transient,PRT,FALSE
673,Transient,PRT,FALSE
674,Transient,PRT,FALSE
675,Transient,PRT,FALSE
676,Transient,ESP,FALSE
677,Transient,PRT,FALSE
678,Transient,GBR,FALSE
679,Transient,PRT,FALSE
680,Transient,ESP,FALSE
681,Transient,ESP,FALSE
682,Transient,PRT,FALSE
683,Transient,PRT,FALSE
684,Transient,PRT,FALSE
685,Transient,IRL,FALSE
686,Transient,PRT,FALSE
687,Transient,PRT,FALSE
688,Transient,PRT,FALSE
689,Transient,PRT,FALSE
690,Transient,PRT,FALSE
691,Transient,PRT,FALSE
692,Transient,PRT,FALSE
693,Transient,PRT,FALSE
694,Transient,PRT,FALSE
695,Transient,PRT,FALSE
696,Transient,GBR,FALSE
697,Transient,GBR,FALSE
698,Transient,PRT,FALSE
699,Transient,PRT,FALSE
700,Transient,PRT,FALSE
701,Transient,PRT,FALSE
702,Contract,IRL,FALSE
703,Contract,PRT,FALSE
704,Transient,PRT,FALSE
705,Transient,PRT,FALSE
706,Transient,PRT,FALSE
707,Transient,PRT,FALSE
708,Transient,PRT,FALSE
709,Transient,PRT,FALSE
710,Transient,ESP,FALSE
711,Transient-Party,CN,FALSE
712,Transient,PRT,FALSE
713,Transient,PRT,FALSE
714,Transient,PRT,FALSE
715,Transient,PRT,FALSE
716,Transient,PRT,FALSE
717,Transient,ESP,FALSE
718,Transient,RUS,FALSE
719,Transient,PRT,FALSE
720,Transient,PRT,FALSE
721,Transient,PRT,FALSE
722,Transient,GBR,FALSE
723,Transient,PRT,FALSE
724,Transient,PRT,FALSE
725,Transient,PRT,FALSE
726,Transient,PRT,FALSE
727,Transient,PRT,FALSE
728,Transient,PRT,FALSE
729,Transient,PRT,FALSE
730,Transient,PRT,FALSE
731,Transient,ESP,FALSE
732,Transient,PRT,FALSE
733,Transient,PRT,FALSE
734,Transient,ESP,FALSE
735,Transient,PRT,FALSE
736,Transient,ESP,FALSE
737,Transient,PRT,FALSE
738,Transient,ESP,FALSE
739,Transient,PRT,FALSE
740,Transient,ESP,FALSE
741,Transient,PRT,FALSE
742,Transient,PRT,FALSE
743,Transient,PRT,FALSE
744,Transient,PRT,FALSE
745,Transient,PRT,FALSE
746,Transient,PRT,FALSE
747,Transient,PRT,FALSE
748,Transient,PRT,FALSE
749,Transient,PRT,FALSE
750,Transient,PRT,FALSE
751,Transient,PRT,FALSE
752,Transient,PRT,FALSE
753,Transient,ESP,FALSE
754,Transient,PRT,FALSE
755,Transient,PRT,FALSE
756,Transient,PRT,FALSE
757,Transient,PRT,FALSE
758,Transient,PRT,FALSE
759,Transient,GBR,FALSE
760,Transient,GBR,FALSE
761,Transient,GBR,FALSE
762,Transient,USA,FALSE
763,Transient,PRT,FALSE
764,Transient,PRT,FALSE
765,Transient,PRT,FALSE
766,Transient,ESP,FALSE
767,Transient,RUS,FALSE
768,Transient,PRT,FALSE
769,Transient,PRT,FALSE
770,Transient,PRT,FALSE
771,Transient,ESP,FALSE
772,Transient,NOR,FALSE
773,Contract,PRT,FALSE
774,Transient,USA,FALSE
775,Contract,PRT,FALSE
776,Transient,PRT,FALSE
777,Transient,PRT,FALSE
778,Transient,PRT,FALSE
779,Transient,GBR,FALSE
780,Transient,PRT,FALSE
781,Transient,PRT,FALSE
782,Transient,PRT,FALSE
783,Transient,PRT,FALSE
784,Transient,PRT,FALSE
785,Transient,PRT,FALSE
786,Transient,GBR,FALSE
787,Transient,PRT,FALSE
788,Transient,PRT,FALSE
789,Transient,GBR,FALSE
790,Transient,PRT,FALSE
791,Transient,PRT,FALSE
792,Transient,GBR,FALSE
793,Transient,PRT,FALSE
794,Transient,PRT,FALSE
795,Transient,PRT,FALSE
796,Transient,ESP,FALSE
797,Transient,PRT,FALSE
798,Transient,PRT,FALSE
799,Transient,GBR,FALSE
800,Transient,PRT,FALSE
801,Transient,PRT,FALSE
802,Transient,PRT,FALSE
803,Transient,PRT,FALSE
804,Transient,ESP,FALSE
805,Transient,BRA,FALSE
806,Transient,PRT,FALSE
807,Transient,PRT,FALSE
808,Transient,PRT,FALSE
809,Transient,PRT,FALSE
810,Transient,PRT,FALSE
811,Transient,PRT,FALSE
812,Transient-Party,CHE,FALSE
813,Transient-Party,CHE,FALSE
814,Transient,PRT,FALSE
815,Contract,PRT,FALSE
816,Transient,PRT,FALSE
817,Transient,PRT,FALSE
818,Transient,PRT,FALSE
819,Transient,PRT,FALSE
820,Transient,PRT,FALSE
821,Transient-Party,PRT,FALSE
822,Transient,PRT,FALSE
823,Transient-Party,PRT,FALSE
824,Transient,PRT,FALSE
825,Transient,PRT,FALSE
826,Transient-Party,PRT,FALSE
827,Transient,PRT,FALSE
828,Transient,PRT,FALSE
829,Transient,PRT,FALSE
830,Transient,PRT,FALSE
831,Transient,PRT,FALSE
832,Transient,PRT,FALSE
833,Transient,PRT,FALSE
834,Transient,PRT,FALSE
835,Transient,PRT,FALSE
836,Transient,PRT,FALSE
837,Transient,IRL,FALSE
838,Transient,PRT,FALSE
839,Transient,PRT,FALSE
840,Transient,NLD,FALSE
841,Transient,BEL,FALSE
842,Contract,IRL,FALSE
843,Transient,PRT,FALSE
844,Transient-Party,PRT,FALSE
845,Transient-Party,PRT,FALSE
846,Transient,PRT,FALSE
847,Transient-Party,PRT,FALSE
848,Transient,PRT,FALSE
849,Transient-Party,PRT,FALSE
850,Transient-Party,PRT,FALSE
851,Transient,PRT,FALSE
852,Transient,PRT,FALSE
853,Transient,PRT,FALSE
854,Transient,PRT,FALSE
855,Transient,ESP,FALSE
856,Transient,PRT,FALSE
857,Transient,PRT,FALSE
858,Transient,PRT,FALSE
859,Transient,PRT,FALSE
860,Transient,PRT,FALSE
861,Transient,PRT,FALSE
862,Transient,PRT,FALSE
863,Transient,PRT,FALSE
864,Transient,PRT,FALSE
865,Transient,PRT,FALSE
866,Transient,PRT,FALSE
867,Transient,PRT,FALSE
868,Transient,PRT,FALSE
869,Transient,PRT,FALSE
870,Transient,PRT,FALSE
871,Transient,PRT,FALSE
872,Transient,PRT,FALSE
873,Transient,PRT,FALSE
874,Transient,PRT,FALSE
875,Transient,PRT,FALSE
876,Transient,PRT,FALSE
877,Transient,PRT,FALSE
878,Transient,PRT,FALSE
879,Transient,ESP,FALSE
880,Transient,IRL,FALSE
881,Transient,PRT,FALSE
882,Contract,PRT,FALSE
883,Transient,PRT,FALSE
884,Transient,PRT,FALSE
885,Transient,PRT,FALSE
886,Contract,PRT,FALSE
887,Transient,PRT,FALSE
888,Contract,PRT,FALSE
889,Transient,IRL,FALSE
890,Transient,PRT,FALSE
891,Contract,GBR,FALSE
892,Transient,PRT,FALSE
893,Transient,PRT,FALSE
894,Transient,PRT,FALSE
895,Transient,PRT,FALSE
896,Transient,PRT,FALSE
897,Transient,PRT,FALSE
898,Transient,PRT,FALSE
899,Transient-Party,PRT,FALSE
900,Transient-Party,PRT,FALSE
901,Transient,PRT,FALSE
902,Transient,ESP,FALSE
903,Transient,PRT,FALSE
904,Transient-Party,ESP,FALSE
905,Transient,ESP,FALSE
906,Transient-Party,PRT,FALSE
907,Transient,RUS,FALSE
908,Transient,PRT,FALSE
909,Transient,PRT,FALSE
910,Transient,PRT,FALSE
911,Transient,ESP,FALSE
912,Transient,PRT,FALSE
913,Transient,PRT,FALSE
914,Transient,PRT,FALSE
915,Transient,ESP,FALSE
916,Transient,PRT,FALSE
917,Transient,PRT,FALSE
918,Transient,PRT,FALSE
919,Transient,PRT,FALSE
