date_id,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month
20150706,2015,July,28,6
20150706,2015,July,28,6
20150706,2015,July,28,6
20150706,2015,July,28,6
20150706,2015,July,28,6
20150706,2015,July,28,6
20150706,2015,July,28,6
20150706,2015,July,28,6
20150706,2015,July,28,6
20150706,2015,July,28,6
20150707,2015,July,28,7
20150707,2015,July,28,7
20150707,2015,July,28,7
20150707,2015,July,28,7
20150707,2015,July,28,7
20150707,2015,July,28,7
20150707,2015,July,28,7
20150707,2015,July,28,7
20150707,2015,July,28,7
20150707,2015,July,28,7
20150707,2015,July,28,7
20150707,2015,July,28,7
20150707,2015,July,28,7
20150707,2015,July,28,7
20150707,2015,July,28,7
20150707,2015,July,28,7
20150707,2015,July,28,7
20150708,2015,July,28,8
20150708,2015,July,28,8
20150708,2015,July,28,8
20150708,2015,July,28,8
20150708,2015,July,28,8
20150708,2015,July,28,8
20150708,2015,July,28,8
20150708,2015,July,28,8
20150708,2015,July,28,8
20150708,2015,July,28,8
20150708,2015,July,28,8
20150708,2015,July,28,8
20150708,2015,July,28,8
20150708,2015,July,28,8
20150708,2015,July,28,8
20150708,2015,July,28,8
20150708,2015,July,28,8
20150708,2015,July,28,8
20150708,2015,July,28,8
20150708,2015,July,28,8
20150709,2015,July,28,9
20150709,2015,July,28,9
20150709,2015,July,28,9
20150709,2015,July,28,9
20150709,2015,July,28,9
20150709,2015,July,28,9
20150709,2015,July,28,9
20150709,2015,July,28,9
20150709,2015,July,28,9
20150709,2015,July,28,9
20150709,2015,July,28,9
20150709,2015,July,28,9
20150709,2015,July,28,9
20150709,2015,July,28,9
20150709,2015,July,28,9
20150709,2015,July,28,9
20150709,2015,July,28,9
20150709,2015,July,28,9
20150710,2015,July,28,10
20150710,2015,July,28,10
20150710,2015,July,28,10
20150710,2015,July,28,10
20150710,2015,July,28,10
20150710,2015,July,28,10
20150710,2015,July,28,10
20150710,2015,July,28,10
20150710,2015,July,28,10
20150710,2015,July,28,10
20150710,2015,July,28,10
20150710,2015,July,28,10
20150710,2015,July,28,10
20150710,2015,July,28,10
20150710,2015,July,28,10
20150710,2015,July,28,10
20150710,2015,July,28,10
20150710,2015,July,28,10
20150710,2015,July,28,10
20150710,2015,July,28,10
20150710,2015,July,28,10
20150710,2015,July,28,10
20150710,2015,July,28,10
20150710,2015,July,28,10
20150710,2015,July,28,10
20150710,2015,July,28,10
20150710,2015,July,28,10
20150710,2015,July,28,10
20150710,2015,July,28,10
20150710,2015,July,28,10
20150710,2015,July,28,10
20150710,2015,July,28,10
20150711,2015,July,28,11
20150711,2015,July,28,11
20150711,2015,July,28,11
20150711,2015,July,28,11
20150711,2015,July,28,11
20150711,2015,July,28,11
20150711,2015,July,28,11
20150711,2015,July,28,11
20150711,2015,July,28,11
20150711,2015,July,28,11
20150711,2015,July,28,11
20150711,2015,July,28,11
20150711,2015,July,28,11
20150711,2015,July,28,11
20150711,2015,July,28,11
20150711,2015,July,28,11
20150711,2015,July,28,11
20150711,2015,July,28,11
20150711,2015,July,28,11
20150711,2015,July,28,11
20150711,2015,July,28,11
20150711,2015,July,28,11
20150711,2015,July,28,11
20150711,2015,July,28,11
20150711,2015,July,28,11
20150711,2015,July,28,11
20150711,2015,July,28,11
20150712,2015,July,29,12
20150712,2015,July,29,12
20150712,2015,July,29,12
20150712,2015,July,29,12
20150712,2015,July,29,12
20150712,2015,July,29,12
20150712,2015,July,29,12
20150712,2015,July,29,12
20150712,2015,July,29,12
20150712,2015,July,29,12
20150712,2015,July,29,12
20150712,2015,July,29,12
20150712,2015,July,29,12
20150712,2015,July,29,12
20150712,2015,July,29,12
20150712,2015,July,29,12
20150712,2015,July,29,12
20150712,2015,July,29,12
20150712,2015,July,29,12
20150712,2015,July,29,12
20150712,2015,July,29,12
20150712,2015,July,29,12
20150712,2015,July,29,12
20150712,2015,July,29,12
20150712,2015,July,29,12
20150712,2015,July,29,12
20150712,2015,July,29,12
20150712,2015,July,29,12
20150712,2015,July,29,12
20150712,2015,July,29,12
20150712,2015,July,29,12
20150712,2015,July,29,12
20150712,2015,July,29,12
20150712,2015,July,29,12
20150712,2015,July,29,12
20150712,2015,July,29,12
20150712,2015,July,29,12
20150712,2015,July,29,12
20150712,2015,July,29,12
20150713,2015,July,29,13
20150713,2015,July,29,13
20150713,2015,July,29,13
20150713,2015,July,29,13
20150713,2015,July,29,13
20150713,2015,July,29,13
20150713,2015,July,29,13
20150713,2015,July,29,13
20150713,2015,July,29,13
20150713,2015,July,29,13
20150713,2015,July,29,13
20150713,2015,July,29,13
20150713,2015,July,29,13
20150713,2015,July,29,13
20150713,2015,July,29,13
20150713,2015,July,29,13
20150713,2015,July,29,13
20150713,2015,July,29,13
20150713,2015,July,29,13
20150713,2015,July,29,13
20150713,2015,July,29,13
20150713,2015,July,29,13
20150713,2015,July,29,13
20150713,2015,July,29,13
20150713,2015,July,29,13
20150713,2015,July,29,13
20150713,2015,July,29,13
20150713,2015,July,29,13
20150713,2015,July,29,13
20150713,2015,July,29,13
20150713,2015,July,29,13
20150713,2015,July,29,13
20150713,2015,July,29,13
20150713,2015,July,29,13
20150713,2015,July,29,13
20150713,2015,July,29,13
20150713,2015,July,29,13
20150713,2015,July,29,13
20150713,2015,July,29,13
20150713,2015,July,29,13
20150714,2015,July,29,14
20150714,2015,July,29,14
20150714,2015,July,29,14
20150714,2015,July,29,14
20150714,2015,July,29,14
20150714,2015,July,29,14
20150714,2015,July,29,14
20150714,2015,July,29,14
20150714,2015,July,29,14
20150714,2015,July,29,14
20150714,2015,July,29,14
20150714,2015,July,29,14
20150714,2015,July,29,14
20150714,2015,July,29,14
20150714,2015,July,29,14
20150714,2015,July,29,14
20150714,2015,July,29,14
20150714,2015,July,29,14
20150714,2015,July,29,14
20150714,2015,July,29,14
20150714,2015,July,29,14
20150714,2015,July,29,14
20150715,2015,July,29,15
20150715,2015,July,29,15
20150715,2015,July,29,15
20150715,2015,July,29,15
20150715,2015,July,29,15
20150715,2015,July,29,15
20150715,2015,July,29,15
20150715,2015,July,29,15
20150715,2015,July,29,15
20150715,2015,July,29,15
20150715,2015,July,29,15
20150715,2015,July,29,15
20150715,2015,July,29,15
20150715,2015,July,29,15
20150715,2015,July,29,15
20150715,2015,July,29,15
20150715,2015,July,29,15
20150715,2015,July,29,15
20150715,2015,July,29,15
20150715,2015,July,29,15
20150715,2015,July,29,15
20150715,2015,July,29,15
20150715,2015,July,29,15
20150715,2015,July,29,15
20150715,2015,July,29,15
20150715,2015,July,29,15
20150716,2015,July,29,16
20150716,2015,July,29,16
20150716,2015,July,29,16
20150716,2015,July,29,16
20150716,2015,July,29,16
20150716,2015,July,29,16
20150716,2015,July,29,16
20150716,2015,July,29,16
20150716,2015,July,29,16
20150716,2015,July,29,16
20150716,2015,July,29,16
20150716,2015,July,29,16
20150716,2015,July,29,16
20150716,2015,July,29,16
20150716,2015,July,29,16
20150716,2015,July,29,16
20150716,2015,July,29,16
20150716,2015,July,29,16
20150716,2015,July,29,16
20150716,2015,July,29,16
20150716,2015,July,29,16
20150716,2015,July,29,16
20150716,2015,July,29,16
20150716,2015,July,29,16
20150716,2015,July,29,16
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150717,2015,July,29,17
20150718,2015,July,29,18
20150718,2015,July,29,18
20150718,2015,July,29,18
20150718,2015,July,29,18
20150718,2015,July,29,18
20150718,2015,July,29,18
20150718,2015,July,29,18
20150718,2015,July,29,18
20150718,2015,July,29,18
20150718,2015,July,29,18
20150718,2015,July,29,18
20150718,2015,July,29,18
20150718,2015,July,29,18
20150718,2015,July,29,18
20150718,2015,July,29,18
20150718,2015,July,29,18
20150718,2015,July,29,18
20150718,2015,July,29,18
20150718,2015,July,29,18
20150718,2015,July,29,18
20150718,2015,July,29,18
20150718,2015,July,29,18
20150718,2015,July,29,18
20150718,2015,July,29,18
20150718,2015,July,29,18
20150718,2015,July,29,18
20150718,2015,July,29,18
20150718,2015,July,29,18
20150718,2015,July,29,18
20150718,2015,July,29,18
20150719,2015,July,30,19
20150719,2015,July,30,19
20150719,2015,July,30,19
20150719,2015,July,30,19
20150719,2015,July,30,19
20150719,2015,July,30,19
20150719,2015,July,30,19
20150719,2015,July,30,19
20150719,2015,July,30,19
20150719,2015,July,30,19
20150719,2015,July,30,19
20150719,2015,July,30,19
20150719,2015,July,30,19
20150719,2015,July,30,19
20150719,2015,July,30,19
20150719,2015,July,30,19
20150719,2015,July,30,19
20150719,2015,July,30,19
20150719,2015,July,30,19
20150719,2015,July,30,19
20150719,2015,July,30,19
20150719,2015,July,30,19
20150719,2015,July,30,19
20150719,2015,July,30,19
20150719,2015,July,30,19
20150719,2015,July,30,19
20150719,2015,July,30,19
20150719,2015,July,30,19
20150720,2015,July,30,20
20150720,2015,July,30,20
20150720,2015,July,30,20
20150720,2015,July,30,20
20150720,2015,July,30,20
20150720,2015,July,30,20
20150720,2015,July,30,20
20150720,2015,July,30,20
20150720,2015,July,30,20
20150720,2015,July,30,20
20150720,2015,July,30,20
20150720,2015,July,30,20
20150720,2015,July,30,20
20150720,2015,July,30,20
20150720,2015,July,30,20
20150720,2015,July,30,20
20150720,2015,July,30,20
20150720,2015,July,30,20
20150720,2015,July,30,20
20150720,2015,July,30,20
20150720,2015,July,30,20
20150720,2015,July,30,20
20150720,2015,July,30,20
20150720,2015,July,30,20
20150720,2015,July,30,20
20150720,2015,July,30,20
20150720,2015,July,30,20
20150720,2015,July,30,20
20150720,2015,July,30,20
20150720,2015,July,30,20
20150720,2015,July,30,20
20150720,2015,July,30,20
20150720,2015,July,30,20
20150721,2015,July,30,21
20150721,2015,July,30,21
20150721,2015,July,30,21
20150721,2015,July,30,21
20150721,2015,July,30,21
20150721,2015,July,30,21
20150721,2015,July,30,21
20150721,2015,July,30,21
20150721,2015,July,30,21
20150721,2015,July,30,21
20150721,2015,July,30,21
20150721,2015,July,30,21
20150722,2015,July,30,22
20150722,2015,July,30,22
20150722,2015,July,30,22
20150722,2015,July,30,22
20150722,2015,July,30,22
20150722,2015,July,30,22
20150722,2015,July,30,22
20150723,2015,July,30,23
20150723,2015,July,30,23
20150723,2015,July,30,23
20150723,2015,July,30,23
20150723,2015,July,30,23
20150723,2015,July,30,23
20150723,2015,July,30,23
20150723,2015,July,30,23
20150723,2015,July,30,23
20150723,2015,July,30,23
20150723,2015,July,30,23
20150723,2015,July,30,23
20150723,2015,July,30,23
20150723,2015,July,30,23
20150723,2015,July,30,23
20150724,2015,July,30,24
20150724,2015,July,30,24
20150724,2015,July,30,24
20150724,2015,July,30,24
20150724,2015,July,30,24
20150724,2015,July,30,24
20150724,2015,July,30,24
20150724,2015,July,30,24
20150724,2015,July,30,24
20150724,2015,July,30,24
20150724,2015,July,30,24
20150724,2015,July,30,24
20150724,2015,July,30,24
20150724,2015,July,30,24
20150724,2015,July,30,24
20150724,2015,July,30,24
20150724,2015,July,30,24
20150724,2015,July,30,24
20150724,2015,July,30,24
20150724,2015,July,30,24
20150724,2015,July,30,24
20150724,2015,July,30,24
20150724,2015,July,30,24
20150724,2015,July,30,24
20150724,2015,July,30,24
20150724,2015,July,30,24
20150724,2015,July,30,24
20150724,2015,July,30,24
20150724,2015,July,30,24
20150724,2015,July,30,24
20150724,2015,July,30,24
20150724,2015,July,30,24
20150725,2015,July,30,25
20150725,2015,July,30,25
20150725,2015,July,30,25
20150725,2015,July,30,25
20150725,2015,July,30,25
20150725,2015,July,30,25
20150725,2015,July,30,25
20150725,2015,July,30,25
20150725,2015,July,30,25
20150725,2015,July,30,25
20150725,2015,July,30,25
20150725,2015,July,30,25
20150725,2015,July,30,25
20150725,2015,July,30,25
20150725,2015,July,30,25
20150725,2015,July,30,25
20150725,2015,July,30,25
20150725,2015,July,30,25
20150725,2015,July,30,25
20150725,2015,July,30,25
20150725,2015,July,30,25
20150725,2015,July,30,25
20150725,2015,July,30,25
20150725,2015,July,30,25
20150725,2015,July,30,25
20150725,2015,July,30,25
20150725,2015,July,30,25
20150725,2015,July,30,25
20150725,2015,July,30,25
20150725,2015,July,30,25
20150725,2015,July,30,25
20150725,2015,July,30,25
20150725,2015,July,30,25
20150725,2015,July,30,25
20150725,2015,July,30,25
20150725,2015,July,30,25
20150725,2015,July,30,25
20150725,2015,July,30,25
20150725,2015,July,30,25
20150725,2015,July,30,25
20150725,2015,July,30,25
20150725,2015,July,30,25
20150726,2015,July,31,26
20150726,2015,July,31,26
20150726,2015,July,31,26
20150726,2015,July,31,26
20150726,2015,July,31,26
20150726,2015,July,31,26
20150726,2015,July,31,26
20150726,2015,July,31,26
20150726,2015,July,31,26
20150726,2015,July,31,26
20150726,2015,July,31,26
20150726,2015,July,31,26
20150726,2015,July,31,26
20150726,2015,July,31,26
20150726,2015,July,31,26
20150727,2015,July,31,27
20150727,2015,July,31,27
20150727,2015,July,31,27
20150727,2015,July,31,27
20150727,2015,July,31,27
20150727,2015,July,31,27
20150727,2015,July,31,27
20150727,2015,July,31,27
20150727,2015,July,31,27
20150727,2015,July,31,27
20150727,2015,July,31,27
20150727,2015,July,31,27
20150727,2015,July,31,27
20150727,2015,July,31,27
20150727,2015,July,31,27
20150727,2015,July,31,27
20150727,2015,July,31,27
20150727,2015,July,31,27
20150727,2015,July,31,27
20150727,2015,July,31,27
20150727,2015,July,31,27
20150727,2015,July,31,27
20150727,2015,July,31,27
20150727,2015,July,31,27
20150727,2015,July,31,27
20150727,2015,July,31,27
20150727,2015,July,31,27
20150727,2015,July,31,27
20150727,2015,July,31,27
20150727,2015,July,31,27
20150727,2015,July,31,27
20150727,2015,July,31,27
20150727,2015,July,31,27
20150727,2015,July,31,27
20150727,2015,July,31,27
20150727,2015,July,31,27
20150727,2015,July,31,27
20150727,2015,July,31,27
20150728,2015,July,31,28
20150728,2015,July,31,28
20150728,2015,July,31,28
20150728,2015,July,31,28
20150728,2015,July,31,28
20150728,2015,July,31,28
20150728,2015,July,31,28
20150728,2015,July,31,28
20150728,2015,July,31,28
20150728,2015,July,31,28
20150728,2015,July,31,28
20150728,2015,July,31,28
20150728,2015,July,31,28
20150728,2015,July,31,28
20150729,2015,July,31,29
20150729,2015,July,31,29
20150729,2015,July,31,29
20150729,2015,July,31,29
20150729,2015,July,31,29
20150729,2015,July,31,29
20150729,2015,July,31,29
20150729,2015,July,31,29
20150729,2015,July,31,29
20150729,2015,July,31,29
20150729,2015,July,31,29
20150729,2015,July,31,29
20150729,2015,July,31,29
20150729,2015,July,31,29
20150729,2015,July,31,29
20150729,2015,July,31,29
20150729,2015,July,31,29
20150729,2015,July,31,29
20150729,2015,July,31,29
20150729,2015,July,31,29
20150730,2015,July,31,30
20150730,2015,July,31,30
20150730,2015,July,31,30
20150730,2015,July,31,30
20150730,2015,July,31,30
20150730,2015,July,31,30
20150730,2015,July,31,30
20150730,2015,July,31,30
20150730,2015,July,31,30
20150730,2015,July,31,30
20150730,2015,July,31,30
20150730,2015,July,31,30
20150730,2015,July,31,30
20150730,2015,July,31,30
20150730,2015,July,31,30
20150730,2015,July,31,30
20150730,2015,July,31,30
20150730,2015,July,31,30
20150730,2015,July,31,30
20150730,2015,July,31,30
20150731,2015,July,31,31
20150731,2015,July,31,31
20150731,2015,July,31,31
20150731,2015,July,31,31
20150731,2015,July,31,31
20150731,2015,July,31,31
20150731,2015,July,31,31
20150731,2015,July,31,31
20150731,2015,July,31,31
20150731,2015,July,31,31
20150731,2015,July,31,31
20150731,2015,July,31,31
20150731,2015,July,31,31
20150731,2015,July,31,31
20150731,2015,July,31,31
20150731,2015,July,31,31
20150731,2015,July,31,31
20150731,2015,July,31,31
20150731,2015,July,31,31
20150731,2015,July,31,31
20150731,2015,July,31,31
20150731,2015,July,31,31
20150731,2015,July,31,31
20150731,2015,July,31,31
20150731,2015,July,31,31
20150731,2015,July,31,31
20150731,2015,July,31,31
20150731,2015,July,31,31
20150801,2015,August,31,1
20150801,2015,August,31,1
20150801,2015,August,31,1
20150801,2015,August,31,1
20150801,2015,August,31,1
20150801,2015,August,31,1
20150801,2015,August,31,1
20150801,2015,August,31,1
20150801,2015,August,31,1
20150801,2015,August,31,1
20150801,2015,August,31,1
20150801,2015,August,31,1
20150801,2015,August,31,1
20150801,2015,August,31,1
20150801,2015,August,31,1
20150801,2015,August,31,1
20150801,2015,August,31,1
20150801,2015,August,31,1
20150801,2015,August,31,1
20150801,2015,August,31,1
20150801,2015,August,31,1
20150801,2015,August,31,1
20150801,2015,August,31,1
20150801,2015,August,31,1
20150801,2015,August,31,1
20150801,2015,August,31,1
20150801,2015,August,31,1
20150801,2015,August,31,1
20150802,2015,August,32,2
20150802,2015,August,32,2
20150802,2015,August,32,2
20150802,2015,August,32,2
20150802,2015,August,32,2
20150802,2015,August,32,2
20150802,2015,August,32,2
20150802,2015,August,32,2
20150802,2015,August,32,2
20150802,2015,August,32,2
20150802,2015,August,32,2
20150802,2015,August,32,2
20150803,2015,August,32,3
20150803,2015,August,32,3
20150803,2015,August,32,3
20150803,2015,August,32,3
20150803,2015,August,32,3
20150803,2015,August,32,3
20150803,2015,August,32,3
20150803,2015,August,32,3
20150803,2015,August,32,3
20150803,2015,August,32,3
20150803,2015,August,32,3
20150804,2015,August,32,4
20150804,2015,August,32,4
20150804,2015,August,32,4
20150804,2015,August,32,4
20150804,2015,August,32,4
20150804,2015,August,32,4
20150804,2015,August,32,4
20150804,2015,August,32,4
20150804,2015,August,32,4
20150804,2015,August,32,4
20150804,2015,August,32,4
20150804,2015,August,32,4
20150804,2015,August,32,4
20150804,2015,August,32,4
20150805,2015,August,32,5
20150805,2015,August,32,5
20150805,2015,August,32,5
20150805,2015,August,32,5
20150805,2015,August,32,5
20150805,2015,August,32,5
20150805,2015,August,32,5
20150805,2015,August,32,5
20150805,2015,August,32,5
20150805,2015,August,32,5
20150805,2015,August,32,5
20150805,2015,August,32,5
20150805,2015,August,32,5
20150805,2015,August,32,5
20150806,2015,August,32,6
20150806,2015,August,32,6
20150806,2015,August,32,6
20150806,2015,August,32,6
20150806,2015,August,32,6
20150806,2015,August,32,6
20150806,2015,August,32,6
20150806,2015,August,32,6
20150806,2015,August,32,6
20150806,2015,August,32,6
20150806,2015,August,32,6
20150806,2015,August,32,6
20150806,2015,August,32,6
20150807,2015,August,32,7
20150807,2015,August,32,7
20150807,2015,August,32,7
20150807,2015,August,32,7
20150807,2015,August,32,7
20150807,2015,August,32,7
20150807,2015,August,32,7
20150807,2015,August,32,7
20150807,2015,August,32,7
20150807,2015,August,32,7
20150807,2015,August,32,7
20150807,2015,August,32,7
20150807,2015,August,32,7
20150807,2015,August,32,7
20150807,2015,August,32,7
20150807,2015,August,32,7
20150807,2015,August,32,7
20150807,2015,August,32,7
20150807,2015,August,32,7
20150807,2015,August,32,7
20150807,2015,August,32,7
20150807,2015,August,32,7
20150808,2015,August,32,8
20150808,2015,August,32,8
20150808,2015,August,32,8
20150808,2015,August,32,8
20150808,2015,August,32,8
20150808,2015,August,32,8
20150808,2015,August,32,8
20150808,2015,August,32,8
20150808,2015,August,32,8
20150808,2015,August,32,8
20150808,2015,August,32,8
20150808,2015,August,32,8
20150808,2015,August,32,8
20150808,2015,August,32,8
20150808,2015,August,32,8
20150808,2015,August,32,8
20150808,2015,August,32,8
20150808,2015,August,32,8
20150808,2015,August,32,8
20150808,2015,August,32,8
20150808,2015,August,32,8
20150808,2015,August,32,8
20150808,2015,August,32,8
20150808,2015,August,32,8
20150808,2015,August,32,8
20150808,2015,August,32,8
20150808,2015,August,32,8
20150808,2015,August,32,8
20150809,2015,August,33,9
20150809,2015,August,33,9
20150809,2015,August,33,9
20150809,2015,August,33,9
20150809,2015,August,33,9
20150809,2015,August,33,9
20150809,2015,August,33,9
20150809,2015,August,33,9
20150809,2015,August,33,9
20150809,2015,August,33,9
20150809,2015,August,33,9
20150809,2015,August,33,9
20150809,2015,August,33,9
20150809,2015,August,33,9
20150809,2015,August,33,9
20150809,2015,August,33,9
20150809,2015,August,33,9
20150809,2015,August,33,9
20150809,2015,August,33,9
20150809,2015,August,33,9
20150809,2015,August,33,9
20150809,2015,August,33,9
20150809,2015,August,33,9
20150810,2015,August,33,10
20150810,2015,August,33,10
20150810,2015,August,33,10
20150810,2015,August,33,10
20150810,2015,August,33,10
20150810,2015,August,33,10
20150810,2015,August,33,10
20150810,2015,August,33,10
20150810,2015,August,33,10
20150810,2015,August,33,10
20150810,2015,August,33,10
20150810,2015,August,33,10
20150810,2015,August,33,10
20150810,2015,August,33,10
20150810,2015,August,33,10
20150810,2015,August,33,10
20150810,2015,August,33,10
20150810,2015,August,33,10
20150810,2015,August,33,10
20150810,2015,August,33,10
20150810,2015,August,33,10
20150810,2015,August,33,10
20150811,2015,August,33,11
20150811,2015,August,33,11
20150811,2015,August,33,11
20150811,2015,August,33,11
20150811,2015,August,33,11
20150811,2015,August,33,11
20150811,2015,August,33,11
20150811,2015,August,33,11
20150811,2015,August,33,11
20150811,2015,August,33,11
20150811,2015,August,33,11
20150811,2015,August,33,11
20150811,2015,August,33,11
20150811,2015,August,33,11
20150811,2015,August,33,11
20150811,2015,August,33,11
20150811,2015,August,33,11
20150811,2015,August,33,11
20150811,2015,August,33,11
20150811,2015,August,33,11
20150811,2015,August,33,11
20150811,2015,August,33,11
20150811,2015,August,33,11
20150811,2015,August,33,11
20150811,2015,August,33,11
20150811,2015,August,33,11
20150811,2015,August,33,11
20150811,2015,August,33,11
20150811,2015,August,33,11
20150811,2015,August,33,11
20150812,2015,August,33,12
20150812,2015,August,33,12
20150812,2015,August,33,12
20150812,2015,August,33,12
20150812,2015,August,33,12
20150812,2015,August,33,12
20150812,2015,August,33,12
20150812,2015,August,33,12
20150812,2015,August,33,12
20150812,2015,August,33,12
20150812,2015,August,33,12
